player_id,dlc_propensity,propensity_tier
PSN-00000,0.024543014382083922,Low
PSN-00001,0.09036983423760193,Low
PSN-00002,0.01126295330700749,Low
PSN-00003,0.013173283847070104,Low
PSN-00004,0.6761505887182602,Very High
PSN-00005,0.09959904659454695,Low
PSN-00006,0.04344885709244471,Low
PSN-00007,0.03571431880645301,Low
PSN-00008,0.6753383823558013,Very High
PSN-00009,0.15128414725673311,Medium
PSN-00010,0.0604078190994704,Low
PSN-00011,0.013336451488815291,Low
PSN-00012,0.12556213860799836,Low
PSN-00013,0.05325449859914781,Low
PSN-00014,0.010561036289980532,Low
PSN-00015,0.8610993771259762,Very High
PSN-00016,0.066163220939394,Low
PSN-00017,0.9874851920958391,Very High
PSN-00018,0.09024150068408612,Low
PSN-00019,0.06786280596696091,Low
PSN-00020,0.02760109173399583,Low
PSN-00021,0.16297238392042115,Medium
PSN-00022,0.4414988069242819,High
PSN-00023,0.014252703867343995,Low
PSN-00024,0.06554911753359755,Low
PSN-00025,0.9025615642887443,Very High
PSN-00026,0.2753673435400066,Medium
PSN-00027,0.9765182814127034,Very High
PSN-00028,0.8095231062046441,Very High
PSN-00029,0.026042792336262378,Low
PSN-00030,0.04158499059311595,Low
PSN-00031,0.631417042512282,High
PSN-00032,0.7044207194110184,Very High
PSN-00033,0.6293697790559172,High
PSN-00034,0.13486796069539603,Low
PSN-00035,0.9232877325725948,Very High
PSN-00036,0.2529684066287446,Medium
PSN-00037,0.21313133415405286,Medium
PSN-00038,0.8774940320113137,Very High
PSN-00039,0.13199957244998686,Low
PSN-00040,0.07838442513444183,Low
PSN-00041,0.013709998851575155,Low
PSN-00042,0.052378086584628815,Low
PSN-00043,0.6238851814107804,High
PSN-00044,0.011811370152498658,Low
PSN-00045,0.06470899490350687,Low
PSN-00046,0.1356496493993121,Low
PSN-00047,0.885690296664928,Very High
PSN-00048,0.04962800130944287,Low
PSN-00049,0.21357869583348138,Medium
PSN-00050,0.4798580626090777,High
PSN-00051,0.9453347254900399,Very High
PSN-00052,0.0248928936320297,Low
PSN-00053,0.10666108837109155,Low
PSN-00054,0.011571869108713417,Low
PSN-00055,0.05361857585352048,Low
PSN-00056,0.25551748476921504,Medium
PSN-00057,0.1866456168983219,Medium
PSN-00058,0.7867278711365278,Very High
PSN-00059,0.29315864655044743,Medium
PSN-00060,0.1385973066820964,Low
PSN-00061,0.16441123991420406,Medium
PSN-00062,0.049259511721130876,Low
PSN-00063,0.016261972117209082,Low
PSN-00064,0.11599775964670453,Low
PSN-00065,0.2655976447638359,Medium
PSN-00066,0.08101048325270419,Low
PSN-00067,0.8921921681350654,Very High
PSN-00068,0.6296686591839545,High
PSN-00069,0.1741731648633127,Medium
PSN-00070,0.3842206892073285,Medium
PSN-00071,0.1416108670538739,Low
PSN-00072,0.013313519164800806,Low
PSN-00073,0.8414713160612097,Very High
PSN-00074,0.33271865882803275,Medium
PSN-00075,0.3781746061951293,Medium
PSN-00076,0.6325257528601904,High
PSN-00077,0.09266115098235364,Low
PSN-00078,0.10246032621135502,Low
PSN-00079,0.10103989197026252,Low
PSN-00080,0.2508756250512551,Medium
PSN-00081,0.25317012292252195,Medium
PSN-00082,0.02355546058423319,Low
PSN-00083,0.3501538381357594,Medium
PSN-00084,0.9732854750729294,Very High
PSN-00085,0.5417058675886952,High
PSN-00086,0.0962046853751975,Low
PSN-00087,0.11618576464230541,Low
PSN-00088,0.4802280319999331,High
PSN-00089,0.11671803675595847,Low
PSN-00090,0.4792473636821772,High
PSN-00091,0.03144190550893709,Low
PSN-00092,0.2205906410106355,Medium
PSN-00093,0.25153332935098394,Medium
PSN-00094,0.9378128109122512,Very High
PSN-00095,0.2558580699826323,Medium
PSN-00096,0.21285898375510676,Medium
PSN-00097,0.8259083159722876,Very High
PSN-00098,0.9055237016218908,Very High
PSN-00099,0.061308732732991235,Low
PSN-00100,0.018836005055845848,Low
PSN-00101,0.02333261207509207,Low
PSN-00102,0.8463989965106938,Very High
PSN-00103,0.13318287716191168,Low
PSN-00104,0.06905591510220295,Low
PSN-00105,0.022761177859316778,Low
PSN-00106,0.2580617074792785,Medium
PSN-00107,0.8220344493350994,Very High
PSN-00108,0.9324143014054955,Very High
PSN-00109,0.014035470601798116,Low
PSN-00110,0.22096547191664856,Medium
PSN-00111,0.011539875147273197,Low
PSN-00112,0.8963246007010817,Very High
PSN-00113,0.12442411865581743,Low
PSN-00114,0.5492383063067557,High
PSN-00115,0.026294837470041535,Low
PSN-00116,0.04087761095723444,Low
PSN-00117,0.036422884571064136,Low
PSN-00118,0.1747852135097541,Medium
PSN-00119,0.1500182915826399,Medium
PSN-00120,0.14003730220837912,Low
PSN-00121,0.10792950513747367,Low
PSN-00122,0.8476583569113312,Very High
PSN-00123,0.16829565590644127,Medium
PSN-00124,0.9716557483365764,Very High
PSN-00125,0.009584731573962101,Low
PSN-00126,0.624868740817141,High
PSN-00127,0.9088133570416952,Very High
PSN-00128,0.8490774334388584,Very High
PSN-00129,0.1810126926790826,Medium
PSN-00130,0.8422705363923694,Very High
PSN-00131,0.013439312470459609,Low
PSN-00132,0.1174819657949002,Low
PSN-00133,0.0505432968244242,Low
PSN-00134,0.189436008839649,Medium
PSN-00135,0.2911028734896309,Medium
PSN-00136,0.6766459100216644,Very High
PSN-00137,0.13317077610796946,Low
PSN-00138,0.06986026107345492,Low
PSN-00139,0.8184283998268418,Very High
PSN-00140,0.05331866004839523,Low
PSN-00141,0.25188010933704885,Medium
PSN-00142,0.08515943886197361,Low
PSN-00143,0.08562622471903618,Low
PSN-00144,0.1359881249828638,Low
PSN-00145,0.05370001000286829,Low
PSN-00146,0.4316273820254181,High
PSN-00147,0.0937778018019512,Low
PSN-00148,0.1285960819495686,Low
PSN-00149,0.801239468049684,Very High
PSN-00150,0.027242746268247173,Low
PSN-00151,0.07703331581259529,Low
PSN-00152,0.8135287507419329,Very High
PSN-00153,0.061331055342332845,Low
PSN-00154,0.4040778708596085,High
PSN-00155,0.08921549671981038,Low
PSN-00156,0.72172575533294,Very High
PSN-00157,0.13871646045171604,Low
PSN-00158,0.01733704818268687,Low
PSN-00159,0.18901894235782463,Medium
PSN-00160,0.4894428402229719,High
PSN-00161,0.017373942466477024,Low
PSN-00162,0.4885562337874339,High
PSN-00163,0.920351568415702,Very High
PSN-00164,0.05581469937231405,Low
PSN-00165,0.07652003081232274,Low
PSN-00166,0.06428717960212575,Low
PSN-00167,0.05305658962387313,Low
PSN-00168,0.3775533022253872,Medium
PSN-00169,0.11467906976060327,Low
PSN-00170,0.7093399271267969,Very High
PSN-00171,0.16536571779298942,Medium
PSN-00172,0.6779330867280328,Very High
PSN-00173,0.025984923944818026,Low
PSN-00174,0.8262687400208067,Very High
PSN-00175,0.9809555805414335,Very High
PSN-00176,0.19450081756150567,Medium
PSN-00177,0.41057365690636627,High
PSN-00178,0.03256957547166282,Low
PSN-00179,0.016127754157076176,Low
PSN-00180,0.015778379135095028,Low
PSN-00181,0.014567962631525957,Low
PSN-00182,0.04916101163531807,Low
PSN-00183,0.7018049151955458,Very High
PSN-00184,0.032087121340788956,Low
PSN-00185,0.24823255285792706,Medium
PSN-00186,0.061118797643221826,Low
PSN-00187,0.8349979415272648,Very High
PSN-00188,0.009846197862648459,Low
PSN-00189,0.8512078369190398,Very High
PSN-00190,0.2867439756318703,Medium
PSN-00191,0.8653279202699895,Very High
PSN-00192,0.6240816800512137,High
PSN-00193,0.015328140629461038,Low
PSN-00194,0.7539764707077276,Very High
PSN-00195,0.7383002854990037,Very High
PSN-00196,0.1315974255593234,Low
PSN-00197,0.01299057834305783,Low
PSN-00198,0.3815485739292969,Medium
PSN-00199,0.4168094099240772,High
PSN-00200,0.04450082172207386,Low
PSN-00201,0.07230157729194958,Low
PSN-00202,0.06133619535709372,Low
PSN-00203,0.6766200277860563,Very High
PSN-00204,0.45805457607185973,High
PSN-00205,0.010936063542186694,Low
PSN-00206,0.6465120414592416,High
PSN-00207,0.20720908583568667,Medium
PSN-00208,0.9221332381802482,Very High
PSN-00209,0.1405251163997631,Low
PSN-00210,0.06498448795942235,Low
PSN-00211,0.04600472094958417,Low
PSN-00212,0.10009374150809984,Low
PSN-00213,0.0634174821962968,Low
PSN-00214,0.06021196052229842,Low
PSN-00215,0.031751145780067436,Low
PSN-00216,0.8099841036298673,Very High
PSN-00217,0.259078595526791,Medium
PSN-00218,0.011175740528985009,Low
PSN-00219,0.03755969303843295,Low
PSN-00220,0.8780216983797007,Very High
PSN-00221,0.03452981256269632,Low
PSN-00222,0.36491542569797697,Medium
PSN-00223,0.1972268672643433,Medium
PSN-00224,0.6446934854692262,High
PSN-00225,0.01356254026488338,Low
PSN-00226,0.968461559845433,Very High
PSN-00227,0.12417847010398092,Low
PSN-00228,0.14486241765779886,Low
PSN-00229,0.393275550479178,Medium
PSN-00230,0.9788215094962343,Very High
PSN-00231,0.518584900282373,High
PSN-00232,0.7321666062764576,Very High
PSN-00233,0.11705036849480596,Low
PSN-00234,0.7561646877147717,Very High
PSN-00235,0.01161209394120519,Low
PSN-00236,0.11098370682720415,Low
PSN-00237,0.021432289602672676,Low
PSN-00238,0.9708730098841898,Very High
PSN-00239,0.7870045653471808,Very High
PSN-00240,0.04759476898300839,Low
PSN-00241,0.01460465415588727,Low
PSN-00242,0.21956048801172665,Medium
PSN-00243,0.18604904797062832,Medium
PSN-00244,0.29526390696014415,Medium
PSN-00245,0.014287772625688866,Low
PSN-00246,0.12605027859326207,Low
PSN-00247,0.44776315365479313,High
PSN-00248,0.13196999543449392,Low
PSN-00249,0.2651941447707699,Medium
PSN-00250,0.07997572494891306,Low
PSN-00251,0.018154559442031485,Low
PSN-00252,0.011043064305894454,Low
PSN-00253,0.261737540833947,Medium
PSN-00254,0.9235299333560585,Very High
PSN-00255,0.06703543664797317,Low
PSN-00256,0.034003046233685,Low
PSN-00257,0.6723355054410532,Very High
PSN-00258,0.9762697645073034,Very High
PSN-00259,0.04320947110602383,Low
PSN-00260,0.5240385855381579,High
PSN-00261,0.20324653040877183,Medium
PSN-00262,0.10920175283665014,Low
PSN-00263,0.9941136079847153,Very High
PSN-00264,0.02873806846197376,Low
PSN-00265,0.6397673241691502,High
PSN-00266,0.32570812987497205,Medium
PSN-00267,0.37484206807637493,Medium
PSN-00268,0.9290579647468451,Very High
PSN-00269,0.7710420192379726,Very High
PSN-00270,0.9446686899179497,Very High
PSN-00271,0.25497708828567817,Medium
PSN-00272,0.8863673346131388,Very High
PSN-00273,0.21046425570859925,Medium
PSN-00274,0.07468002246236943,Low
PSN-00275,0.08008352613326365,Low
PSN-00276,0.6131602740523406,High
PSN-00277,0.16767200540158111,Medium
PSN-00278,0.02083252317692587,Low
PSN-00279,0.012219874941216968,Low
PSN-00280,0.9540816136279103,Very High
PSN-00281,0.012089830048793623,Low
PSN-00282,0.3498346025933174,Medium
PSN-00283,0.7563325225486088,Very High
PSN-00284,0.028335110107147024,Low
PSN-00285,0.15323996388284955,Medium
PSN-00286,0.9815068763613354,Very High
PSN-00287,0.06714446381256353,Low
PSN-00288,0.18658281875293187,Medium
PSN-00289,0.8375295454915244,Very High
PSN-00290,0.014351739586790934,Low
PSN-00291,0.9852998142170062,Very High
PSN-00292,0.014459052910932661,Low
PSN-00293,0.23801510350987573,Medium
PSN-00294,0.012046450731191321,Low
PSN-00295,0.013036884402424401,Low
PSN-00296,0.2701612687456821,Medium
PSN-00297,0.055519817000631244,Low
PSN-00298,0.009222894703222542,Low
PSN-00299,0.5428245108774712,High
PSN-00300,0.02656382498963448,Low
PSN-00301,0.6940379005117423,Very High
PSN-00302,0.1673646006176221,Medium
PSN-00303,0.01340333566291263,Low
PSN-00304,0.011432691242980469,Low
PSN-00305,0.1456475447445265,Low
PSN-00306,0.1354727313802417,Low
PSN-00307,0.1929974315115561,Medium
PSN-00308,0.7599068431884398,Very High
PSN-00309,0.6470642183999846,High
PSN-00310,0.1461548095876323,Low
PSN-00311,0.08277792393391101,Low
PSN-00312,0.23586975812570113,Medium
PSN-00313,0.07011235277564348,Low
PSN-00314,0.2347685941562274,Medium
PSN-00315,0.7373050278592376,Very High
PSN-00316,0.1729861178325155,Medium
PSN-00317,0.01908048591343971,Low
PSN-00318,0.8633928436395741,Very High
PSN-00319,0.07518237100650142,Low
PSN-00320,0.012105931990795016,Low
PSN-00321,0.13492695299501803,Low
PSN-00322,0.7595686060559904,Very High
PSN-00323,0.13329053325347456,Low
PSN-00324,0.014165761882294852,Low
PSN-00325,0.06963254499059902,Low
PSN-00326,0.07686451238280155,Low
PSN-00327,0.13874215502345483,Low
PSN-00328,0.1554574530133252,Medium
PSN-00329,0.7482493326319805,Very High
PSN-00330,0.055278184974002026,Low
PSN-00331,0.9415684641499237,Very High
PSN-00332,0.01643359805331591,Low
PSN-00333,0.012462372571524579,Low
PSN-00334,0.733713804517595,Very High
PSN-00335,0.052443888239812976,Low
PSN-00336,0.859091567858443,Very High
PSN-00337,0.04460295350267103,Low
PSN-00338,0.6886527948038131,Very High
PSN-00339,0.24129145309857095,Medium
PSN-00340,0.9418382752125493,Very High
PSN-00341,0.14552532496366283,Low
PSN-00342,0.045284934218304804,Low
PSN-00343,0.11125052437795264,Low
PSN-00344,0.01003394583030424,Low
PSN-00345,0.019179773016406144,Low
PSN-00346,0.10266818618940383,Low
PSN-00347,0.7493410710881181,Very High
PSN-00348,0.21620199755551006,Medium
PSN-00349,0.44421571629279055,High
PSN-00350,0.04779960530916819,Low
PSN-00351,0.8475017060737075,Very High
PSN-00352,0.08413740921828732,Low
PSN-00353,0.5120574762692041,High
PSN-00354,0.12899022263381937,Low
PSN-00355,0.13113627232937858,Low
PSN-00356,0.035429299572364875,Low
PSN-00357,0.0534575751626073,Low
PSN-00358,0.06102733936799791,Low
PSN-00359,0.07240525602959619,Low
PSN-00360,0.0958545505035303,Low
PSN-00361,0.7696505382184433,Very High
PSN-00362,0.45590516111910806,High
PSN-00363,0.697501022433239,Very High
PSN-00364,0.5138286014024108,High
PSN-00365,0.11578875935322626,Low
PSN-00366,0.049127562429922576,Low
PSN-00367,0.08019580452404577,Low
PSN-00368,0.1206369007665867,Low
PSN-00369,0.02611873167836862,Low
PSN-00370,0.01295935309505469,Low
PSN-00371,0.4685736755091941,High
PSN-00372,0.05410936819593796,Low
PSN-00373,0.7468906431395819,Very High
PSN-00374,0.9031049327103333,Very High
PSN-00375,0.6740492310827678,Very High
PSN-00376,0.149356944058497,Low
PSN-00377,0.13462230727454852,Low
PSN-00378,0.08955586859334015,Low
PSN-00379,0.05869238636809593,Low
PSN-00380,0.06992346212296778,Low
PSN-00381,0.17718894751152095,Medium
PSN-00382,0.029689500916455485,Low
PSN-00383,0.2428139721393407,Medium
PSN-00384,0.08253014735930836,Low
PSN-00385,0.27874514349350005,Medium
PSN-00386,0.010341332322521709,Low
PSN-00387,0.09061061464651125,Low
PSN-00388,0.9196739834310192,Very High
PSN-00389,0.013033490816154621,Low
PSN-00390,0.25699451230715326,Medium
PSN-00391,0.5840425294560355,High
PSN-00392,0.22493267733698719,Medium
PSN-00393,0.05673375284116754,Low
PSN-00394,0.9611649323662297,Very High
PSN-00395,0.05851650771119586,Low
PSN-00396,0.022467497993409587,Low
PSN-00397,0.6910408019966701,Very High
PSN-00398,0.3985742382848715,Medium
PSN-00399,0.12142363037748409,Low
PSN-00400,0.14762180871025696,Low
PSN-00401,0.013249395521645802,Low
PSN-00402,0.06523479237485502,Low
PSN-00403,0.3635597397525598,Medium
PSN-00404,0.08787406474432435,Low
PSN-00405,0.0226791566735135,Low
PSN-00406,0.21898247468978474,Medium
PSN-00407,0.012060751534484326,Low
PSN-00408,0.409877530755367,High
PSN-00409,0.078085654857715,Low
PSN-00410,0.3085408592246475,Medium
PSN-00411,0.3882749296970448,Medium
PSN-00412,0.7673840899401109,Very High
PSN-00413,0.020082423824822393,Low
PSN-00414,0.9833664807670506,Very High
PSN-00415,0.7870057456532189,Very High
PSN-00416,0.863151339777576,Very High
PSN-00417,0.062393415861246304,Low
PSN-00418,0.8041003811609677,Very High
PSN-00419,0.01427240356132277,Low
PSN-00420,0.08707982147039733,Low
PSN-00421,0.9634527937093466,Very High
PSN-00422,0.9193182702680557,Very High
PSN-00423,0.8051927566841478,Very High
PSN-00424,0.19190454691495865,Medium
PSN-00425,0.24957521379957323,Medium
PSN-00426,0.6785906930954838,Very High
PSN-00427,0.009641627846762691,Low
PSN-00428,0.979030360986622,Very High
PSN-00429,0.04396492874937426,Low
PSN-00430,0.012247280174547192,Low
PSN-00431,0.04507279306775167,Low
PSN-00432,0.02087723078614913,Low
PSN-00433,0.014613430543322816,Low
PSN-00434,0.974530772278269,Very High
PSN-00435,0.9410196084434373,Very High
PSN-00436,0.7545976729039647,Very High
PSN-00437,0.13818412170445796,Low
PSN-00438,0.07395154555047559,Low
PSN-00439,0.1280600903001919,Low
PSN-00440,0.017954269918773334,Low
PSN-00441,0.896711714195313,Very High
PSN-00442,0.07973034752684517,Low
PSN-00443,0.45606614221541836,High
PSN-00444,0.8489991748321949,Very High
PSN-00445,0.027864508074638764,Low
PSN-00446,0.2927333899986116,Medium
PSN-00447,0.16718879221691862,Medium
PSN-00448,0.9176147105093659,Very High
PSN-00449,0.14670384298336822,Low
PSN-00450,0.9859524875876842,Very High
PSN-00451,0.030544634276277783,Low
PSN-00452,0.27399165323157687,Medium
PSN-00453,0.6709229848997215,Very High
PSN-00454,0.3449954967987632,Medium
PSN-00455,0.8136739246270809,Very High
PSN-00456,0.07743900613079722,Low
PSN-00457,0.08499421768726369,Low
PSN-00458,0.03220905565185613,Low
PSN-00459,0.2708026389149789,Medium
PSN-00460,0.11919725138334852,Low
PSN-00461,0.17654326992726566,Medium
PSN-00462,0.07913937557086008,Low
PSN-00463,0.78906358649547,Very High
PSN-00464,0.11145267854542208,Low
PSN-00465,0.10712941804949795,Low
PSN-00466,0.15592595280659408,Medium
PSN-00467,0.12492793868937796,Low
PSN-00468,0.4414265015912021,High
PSN-00469,0.08689419058215284,Low
PSN-00470,0.0818316741751022,Low
PSN-00471,0.151596315984078,Medium
PSN-00472,0.6162715250061357,High
PSN-00473,0.7275778957837592,Very High
PSN-00474,0.5144530887734882,High
PSN-00475,0.19262853335783336,Medium
PSN-00476,0.26009188258926424,Medium
PSN-00477,0.16916444275464138,Medium
PSN-00478,0.535192826127896,High
PSN-00479,0.07466896470484306,Low
PSN-00480,0.22854202869332715,Medium
PSN-00481,0.9433155642837063,Very High
PSN-00482,0.5725552717998669,High
PSN-00483,0.7716908845629915,Very High
PSN-00484,0.8579035858094739,Very High
PSN-00485,0.13888450787597467,Low
PSN-00486,0.11432363155540153,Low
PSN-00487,0.23188871897638055,Medium
PSN-00488,0.2186881298613392,Medium
PSN-00489,0.10988569500198392,Low
PSN-00490,0.02732017002232424,Low
PSN-00491,0.15991632844810413,Medium
PSN-00492,0.5315811402885363,High
PSN-00493,0.44228641553439324,High
PSN-00494,0.026225374623851775,Low
PSN-00495,0.013125335504212021,Low
PSN-00496,0.07829846628781381,Low
PSN-00497,0.436058534854651,High
PSN-00498,0.08101466283173984,Low
PSN-00499,0.15467240913554703,Medium
PSN-00500,0.277150836155484,Medium
PSN-00501,0.018397056882487068,Low
PSN-00502,0.013675698924651427,Low
PSN-00503,0.11571113754127517,Low
PSN-00504,0.088069065159199,Low
PSN-00505,0.05446193885911862,Low
PSN-00506,0.18872285034468128,Medium
PSN-00507,0.015120629685801235,Low
PSN-00508,0.15978105627596892,Medium
PSN-00509,0.27773302906275227,Medium
PSN-00510,0.9615910041128721,Very High
PSN-00511,0.013346075020603964,Low
PSN-00512,0.9783488596435738,Very High
PSN-00513,0.7225471154577798,Very High
PSN-00514,0.10710549989835398,Low
PSN-00515,0.38666497785807885,Medium
PSN-00516,0.3415960012804973,Medium
PSN-00517,0.051254733425694005,Low
PSN-00518,0.9344972033675242,Very High
PSN-00519,0.03187123611498919,Low
PSN-00520,0.012006272899633788,Low
PSN-00521,0.1547500985185122,Medium
PSN-00522,0.8615751665122443,Very High
PSN-00523,0.2068591701081041,Medium
PSN-00524,0.5529593560759996,High
PSN-00525,0.3375939466259851,Medium
PSN-00526,0.07771680931903621,Low
PSN-00527,0.33940519461350505,Medium
PSN-00528,0.04098595658919115,Low
PSN-00529,0.9085580503509532,Very High
PSN-00530,0.03723877261420609,Low
PSN-00531,0.05074695011030247,Low
PSN-00532,0.10678926226173847,Low
PSN-00533,0.2049836894446975,Medium
PSN-00534,0.9538394175051595,Very High
PSN-00535,0.7881670704134329,Very High
PSN-00536,0.1989578987226761,Medium
PSN-00537,0.823784430343786,Very High
PSN-00538,0.777687970074067,Very High
PSN-00539,0.011789423189370513,Low
PSN-00540,0.13430324559467924,Low
PSN-00541,0.09407768627462827,Low
PSN-00542,0.013487539139003938,Low
PSN-00543,0.06585801974419671,Low
PSN-00544,0.8902323258944741,Very High
PSN-00545,0.21876761533823424,Medium
PSN-00546,0.08169860814714877,Low
PSN-00547,0.21481843384340069,Medium
PSN-00548,0.06433912038591498,Low
PSN-00549,0.20030523022642796,Medium
PSN-00550,0.16962898001184498,Medium
PSN-00551,0.8021218387307477,Very High
PSN-00552,0.7423915310797125,Very High
PSN-00553,0.011017438947153511,Low
PSN-00554,0.39624592952883775,Medium
PSN-00555,0.9001276825789851,Very High
PSN-00556,0.5031562228355614,High
PSN-00557,0.15849342870595376,Medium
PSN-00558,0.011429702250277438,Low
PSN-00559,0.08793652884061574,Low
PSN-00560,0.5644973227769007,High
PSN-00561,0.8643187320845885,Very High
PSN-00562,0.011183984199873317,Low
PSN-00563,0.20244911687401937,Medium
PSN-00564,0.1288262066533099,Low
PSN-00565,0.27229391598749014,Medium
PSN-00566,0.046322908909206796,Low
PSN-00567,0.976009501356178,Very High
PSN-00568,0.23927929340950999,Medium
PSN-00569,0.09216787757093087,Low
PSN-00570,0.1785711772444268,Medium
PSN-00571,0.012977220941746286,Low
PSN-00572,0.09308815052199056,Low
PSN-00573,0.06308344742081011,Low
PSN-00574,0.013273694114797492,Low
PSN-00575,0.09752852354747861,Low
PSN-00576,0.07885665749356122,Low
PSN-00577,0.14805017859392045,Low
PSN-00578,0.01631458486845801,Low
PSN-00579,0.22863169684646623,Medium
PSN-00580,0.31554050915164994,Medium
PSN-00581,0.0625296819052667,Low
PSN-00582,0.732467481718745,Very High
PSN-00583,0.10606920030390371,Low
PSN-00584,0.013077113171504978,Low
PSN-00585,0.1863512696859553,Medium
PSN-00586,0.8476746988441537,Very High
PSN-00587,0.08202842854965217,Low
PSN-00588,0.4643852781178261,High
PSN-00589,0.8775023531337761,Very High
PSN-00590,0.01011280598798458,Low
PSN-00591,0.16814645286437296,Medium
PSN-00592,0.6753179179018013,Very High
PSN-00593,0.22273132000918563,Medium
PSN-00594,0.9877619655667268,Very High
PSN-00595,0.21801622182233762,Medium
PSN-00596,0.038265973127848504,Low
PSN-00597,0.2587226214391874,Medium
PSN-00598,0.1108964438829124,Low
PSN-00599,0.21796811942288938,Medium
PSN-00600,0.2979996012029887,Medium
PSN-00601,0.012548199494938288,Low
PSN-00602,0.013613660700415644,Low
PSN-00603,0.023291248208502015,Low
PSN-00604,0.19939767132114575,Medium
PSN-00605,0.05862498135470455,Low
PSN-00606,0.00853647074052449,Low
PSN-00607,0.6125772069418636,High
PSN-00608,0.05939747148870826,Low
PSN-00609,0.10601924181969644,Low
PSN-00610,0.1657388339104613,Medium
PSN-00611,0.2165618631364283,Medium
PSN-00612,0.15093624220776442,Medium
PSN-00613,0.12573886365303738,Low
PSN-00614,0.7874865736868046,Very High
PSN-00615,0.02723935326014618,Low
PSN-00616,0.056886399360932496,Low
PSN-00617,0.11837631046205889,Low
PSN-00618,0.4527969881061687,High
PSN-00619,0.9333340744692357,Very High
PSN-00620,0.021601290547766182,Low
PSN-00621,0.06816824298173427,Low
PSN-00622,0.5684537301636666,High
PSN-00623,0.31082602754528427,Medium
PSN-00624,0.04586774924393778,Low
PSN-00625,0.1860924537680605,Medium
PSN-00626,0.082243943723323,Low
PSN-00627,0.818116837446349,Very High
PSN-00628,0.11712832386920279,Low
PSN-00629,0.030582406366889577,Low
PSN-00630,0.026034021446717685,Low
PSN-00631,0.027459256911648664,Low
PSN-00632,0.9932417448803494,Very High
PSN-00633,0.42386832601260066,High
PSN-00634,0.7545708495558937,Very High
PSN-00635,0.6912323311434871,Very High
PSN-00636,0.21600201706806477,Medium
PSN-00637,0.014919329861709152,Low
PSN-00638,0.08661857054948217,Low
PSN-00639,0.011676656079365131,Low
PSN-00640,0.020433713279185018,Low
PSN-00641,0.03301058182961765,Low
PSN-00642,0.932122052294193,Very High
PSN-00643,0.9591141965182689,Very High
PSN-00644,0.17930583150571228,Medium
PSN-00645,0.032978699211584216,Low
PSN-00646,0.9776949156631609,Very High
PSN-00647,0.10523850516281491,Low
PSN-00648,0.17847455632098616,Medium
PSN-00649,0.9078785264244902,Very High
PSN-00650,0.16235644576482378,Medium
PSN-00651,0.014869267181414847,Low
PSN-00652,0.343810185976461,Medium
PSN-00653,0.784239355222793,Very High
PSN-00654,0.013068045780646917,Low
PSN-00655,0.19239112942729159,Medium
PSN-00656,0.038938471767066926,Low
PSN-00657,0.582765802517403,High
PSN-00658,0.06350643544072747,Low
PSN-00659,0.12255291219292434,Low
PSN-00660,0.7785469800260233,Very High
PSN-00661,0.03350544144165424,Low
PSN-00662,0.7978683561111147,Very High
PSN-00663,0.4046706575411277,High
PSN-00664,0.11671652249336446,Low
PSN-00665,0.029112476448879942,Low
PSN-00666,0.03601332003285568,Low
PSN-00667,0.1537765590655693,Medium
PSN-00668,0.7854142628291864,Very High
PSN-00669,0.1329250744205719,Low
PSN-00670,0.35269615179509906,Medium
PSN-00671,0.40173870326982614,High
PSN-00672,0.5127242921197375,High
PSN-00673,0.06088331805363987,Low
